Unnamed: 0,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
2593,Jet Airways,Delhi,Cochin,1,14714,6,9,22,50,5,35
4352,IndiGo,Kolkata,Banglore,0,5224,5,3,11,30,2,35
8057,IndiGo,Banglore,Delhi,0,3943,4,9,22,10,2,50
9179,Air India,Mumbai,Hyderabad,0,3625,6,6,13,55,1,30
9989,Air India,Kolkata,Banglore,1,8366,6,12,16,50,18,20
6858,Multiple carriers,Delhi,Cochin,1,7005,6,12,11,40,9,20
9727,Jet Airways,Banglore,New Delhi,1,13817,3,12,18,55,13,20
5954,Jet Airways,Kolkata,Banglore,1,7064,4,1,6,30,13,20
8768,SpiceJet,Banglore,Delhi,0,5515,18,4,9,30,2,50
2897,Jet Airways,Mumbai,Hyderabad,0,8040,21,6,7,5,1,25
2744,Jet Airways,Kolkata,Banglore,1,14388,5,12,16,30,12,10
9209,Air Asia,Kolkata,Banglore,0,3782,27,3,22,50,2,30
7426,Multiple carriers,Delhi,Cochin,1,16287,3,9,8,0,11,45
6110,Jet Airways,Kolkata,Banglore,1,13941,5,9,6,30,22,10
6002,Air India,Delhi,Cochin,2,8656,27,3,19,45,23,30
188,IndiGo,Kolkata,Banglore,0,4804,6,3,15,30,2,35
7669,SpiceJet,Kolkata,Banglore,0,5725,24,3,22,20,2,20
8210,Jet Airways,Kolkata,Banglore,1,14781,5,1,21,10,12,10
2707,Multiple carriers,Delhi,Cochin,1,7408,6,9,3,50,7,40
10094,IndiGo,Mumbai,Hyderabad,0,2227,5,12,20,5,1,35
4835,Jet Airways,Delhi,Cochin,1,14714,6,6,10,0,18,25
4140,IndiGo,Chennai,Kolkata,0,6297,3,9,11,35,2,25
10488,SpiceJet,Banglore,Delhi,0,4423,5,12,9,30,2,50
218,Jet Airways,Banglore,Delhi,0,7229,5,12,15,15,2,55
5352,Jet Airways,Kolkata,Banglore,1,8586,5,1,20,0,8,40
5231,SpiceJet,Kolkata,Banglore,0,4174,18,4,17,10,2,30
5445,IndiGo,Banglore,Delhi,0,3943,15,6,13,0,2,50
2565,Air India,Kolkata,Banglore,2,14120,5,6,16,45,19,15
3480,IndiGo,Kolkata,Banglore,0,4804,27,5,15,15,2,30
1249,Jet Airways,Kolkata,Banglore,1,10844,6,9,8,25,7,55
420,IndiGo,Delhi,Cochin,1,6442,15,5,6,50,9,20
8488,IndiGo,Delhi,Cochin,1,7731,27,3,2,35,5,55
6943,Air India,Banglore,Delhi,0,6121,5,9,13,20,2,50
2073,Jet Airways,Kolkata,Banglore,1,8586,5,9,14,5,14,35
9026,Vistara,Kolkata,Banglore,1,9345,15,5,17,0,25,50
7170,Jet Airways,Delhi,Cochin,1,16376,27,5,2,15,10,20
4159,Jet Airways,Delhi,Cochin,1,17024,3,6,13,0,5,50
7262,Air India,Delhi,Cochin,1,8991,6,12,20,30,11,45
1171,Jet Airways,Delhi,Cochin,2,13882,27,6,11,45,16,40
254,Air India,Delhi,Cochin,1,6587,21,3,19,0,24,15
3890,Jet Airways,Delhi,Cochin,1,14714,6,3,9,0,10,0
415,Vistara,Kolkata,Banglore,1,11105,24,3,20,20,25,50
3823,IndiGo,Mumbai,Hyderabad,0,4049,24,6,6,25,1,30
9781,Jet Airways,Kolkata,Banglore,1,9314,5,1,17,0,25,0
7556,Jet Airways,Delhi,Cochin,1,10262,6,9,7,5,5,30
4476,Jet Airways,Banglore,New Delhi,1,7832,21,3,8,0,23,40
760,IndiGo,Delhi,Cochin,1,14871,3,3,4,45,6,45
1391,IndiGo,Delhi,Cochin,1,6582,15,6,7,15,5,15
654,IndiGo,Mumbai,Hyderabad,0,2754,6,9,12,0,1,30
1206,Air India,Kolkata,Banglore,1,10203,5,1,10,0,13,15
2431,Jet Airways,Delhi,Cochin,1,16079,27,5,16,0,27,0
3756,Jet Airways,Kolkata,Banglore,1,10844,24,5,14,5,26,15
5106,Air India,Kolkata,Banglore,2,9941,24,5,12,0,9,50
10636,Jet Airways,Kolkata,Banglore,1,14388,15,5,6,30,5,30
3442,Multiple carriers,Delhi,Cochin,1,6795,6,1,12,50,12,40
7017,Jet Airways,Delhi,Cochin,2,8456,27,3,19,10,9,15
9004,Multiple carriers,Delhi,Cochin,1,6601,4,9,7,5,11,5
3078,IndiGo,Chennai,Kolkata,0,5277,24,5,22,5,2,20
2857,Air India,Mumbai,Hyderabad,2,9678,3,6,5,30,16,30
4807,Multiple carriers,Delhi,Cochin,1,5797,24,6,17,45,7,45
328,IndiGo,Banglore,New Delhi,0,7303,24,3,18,25,2,55
5990,Jet Airways,Mumbai,Hyderabad,0,5678,24,6,2,55,1,25
6673,IndiGo,Banglore,Delhi,0,3943,6,12,6,5,2,45
6008,Vistara,Kolkata,Banglore,1,8452,6,6,17,0,16,5
9262,GoAir,Delhi,Cochin,1,9069,6,3,14,25,5,10
2078,Jet Airways,Banglore,Delhi,0,4544,5,9,8,20,3,0
7322,Vistara,Kolkata,Banglore,1,9397,6,9,20,20,14,25
5227,Jet Airways,Delhi,Cochin,2,13014,24,6,19,30,17,5
3067,Air India,Banglore,New Delhi,1,10394,3,3,0,30,23,25
8917,IndiGo,Delhi,Cochin,1,5912,24,4,17,5,5,10
4049,Air India,Delhi,Cochin,1,9719,27,5,3,50,15,25
7649,Vistara,Kolkata,Banglore,1,8137,5,6,7,10,25,55
6446,Jet Airways,Kolkata,Banglore,1,10953,4,1,9,35,11,30
1286,Vistara,Kolkata,Banglore,1,8977,4,1,17,0,5,55
3053,Multiple carriers,Delhi,Cochin,1,10276,3,6,9,45,12,35
3063,Multiple carriers,Delhi,Cochin,1,13377,27,5,14,0,11,30
4116,Air India,Delhi,Cochin,2,12392,6,9,17,15,26,0
2659,Air India,Kolkata,Banglore,1,6528,5,9,14,35,24,0
5072,Jet Airways,Banglore,New Delhi,1,20800,3,1,14,5,21,20
7172,Jet Airways,Banglore,New Delhi,1,13817,3,12,22,55,17,15
6376,Vistara,Kolkata,Banglore,1,9187,21,5,20,20,14,25
3052,IndiGo,Delhi,Cochin,1,6838,6,9,8,30,12,30
2977,Vistara,Banglore,New Delhi,0,7450,3,9,19,40,2,40
6808,Jet Airways,Delhi,Cochin,2,10368,6,9,9,40,18,45
5424,IndiGo,Banglore,Delhi,0,4823,5,6,8,30,2,50
6408,IndiGo,Banglore,Delhi,0,4823,5,3,7,10,2,55
4529,Jet Airways,Banglore,Delhi,0,7229,27,5,15,15,2,55
2688,Air India,Delhi,Cochin,1,8879,18,5,8,0,11,15
8800,Multiple carriers,Delhi,Cochin,1,16023,3,9,8,0,13,0
1287,Multiple carriers,Delhi,Cochin,1,7005,6,1,12,50,8,10
7607,Air India,Kolkata,Banglore,2,9416,6,12,12,0,23,10
1368,Multiple carriers,Delhi,Cochin,1,9149,27,5,9,15,10,0
9945,IndiGo,Banglore,Delhi,0,4823,18,4,20,0,2,50
4214,SpiceJet,Chennai,Kolkata,0,3543,6,6,8,20,2,15
1444,Jet Airways,Delhi,Cochin,1,16079,21,5,22,50,20,10
3524,Air India,Delhi,Cochin,2,10231,27,5,22,0,21,15
10278,Jet Airways,Delhi,Cochin,1,10262,6,12,19,45,23,15
6598,Jet Airways,Banglore,New Delhi,1,10405,15,3,8,55,23,20
56,Air India,Banglore,New Delhi,2,17345,3,1,8,50,15,5
6403,Jet Airways,Delhi,Cochin,1,14714,6,6,18,15,24,45
9009,Jet Airways,Mumbai,Hyderabad,0,5678,3,3,2,55,1,30
8929,IndiGo,Delhi,Cochin,1,5065,24,4,16,0,5,0
1856,Vistara,Banglore,Delhi,0,4668,5,1,9,45,2,50
3728,Jet Airways,Delhi,Cochin,2,10368,15,6,9,40,26,55
9121,Air India,Delhi,Cochin,1,8907,15,5,20,30,26,30
8930,Air India,Delhi,Cochin,1,8907,27,6,9,45,13,15
2910,IndiGo,Kolkata,Banglore,0,4804,24,6,17,15,2,35
1754,Air Asia,Kolkata,Banglore,2,7870,6,9,15,10,8,20
3422,Vistara,Banglore,New Delhi,0,7608,24,3,12,0,2,40
8922,SpiceJet,Chennai,Kolkata,0,3543,24,5,9,45,2,15
9374,Jet Airways,Delhi,Cochin,2,15129,18,5,23,5,19,55
8910,Multiple carriers,Delhi,Cochin,1,7154,21,3,10,45,8,30
4536,SpiceJet,Kolkata,Banglore,0,3841,18,6,22,20,2,20
9700,IndiGo,Mumbai,Hyderabad,0,2227,27,5,21,20,1,30
741,Jet Airways,Kolkata,Banglore,1,9663,5,6,21,10,14,50
7102,Air India,Kolkata,Banglore,2,14482,15,5,9,25,28,20
10522,Jet Airways,Delhi,Cochin,1,5177,4,3,2,15,10,20
5504,Multiple carriers,Delhi,Cochin,1,7198,27,5,18,0,7,30
1631,Jet Airways,Banglore,Delhi,0,7229,15,6,15,15,2,55
524,Jet Airways,Banglore,New Delhi,1,7832,21,3,8,0,7,15
7340,Jet Airways,Delhi,Cochin,2,11869,21,3,18,25,24,25
4685,Jet Airways,Delhi,Cochin,2,13882,15,6,11,45,16,40
3274,Multiple carriers,Delhi,Cochin,1,9646,15,5,7,5,9,5
5458,Air Asia,Kolkata,Banglore,0,3807,4,6,22,50,2,30
3297,Air India,Delhi,Cochin,2,13591,6,1,14,25,28,50
6048,Air India,Kolkata,Banglore,2,14960,15,5,9,50,23,5
8070,Jet Airways,Banglore,Delhi,0,7229,6,1,6,0,2,45
9260,Jet Airways,Kolkata,Banglore,1,11467,5,6,20,25,25,40
435,Jet Airways,Delhi,Cochin,1,12373,18,5,19,45,23,15
3599,IndiGo,Banglore,New Delhi,0,8855,15,3,20,0,2,55
7534,Jet Airways,Delhi,Cochin,1,10262,6,9,17,30,25,30
308,Air India,Delhi,Cochin,2,11753,6,6,10,55,20,45
1572,SpiceJet,Chennai,Kolkata,0,3332,21,3,9,30,2,35
2654,Jet Airways,Delhi,Cochin,2,15864,3,6,5,30,38,15
10053,Jet Airways,Kolkata,Banglore,1,7064,4,1,6,30,17,5
4933,Jet Airways,Kolkata,Banglore,1,14571,6,6,8,25,12,20
401,Jet Airways,Delhi,Cochin,2,13292,6,3,9,35,27,0
4398,Jet Airways,Banglore,Delhi,0,6144,24,5,17,45,3,0
3103,Jet Airways,Delhi,Cochin,2,8728,21,3,13,55,28,55
883,Jet Airways,Delhi,Cochin,1,12898,27,5,18,15,10,10
434,Vistara,Banglore,Delhi,0,4878,6,1,19,30,2,45
8520,Jet Airways,Kolkata,Banglore,1,14178,6,9,20,0,8,40
3337,Jet Airways,Delhi,Cochin,1,9212,21,3,20,50,7,35
3974,Air Asia,Banglore,Delhi,0,3383,21,5,11,10,2,45
8103,Multiple carriers,Delhi,Cochin,1,6733,27,5,11,30,14,0
8931,SpiceJet,Kolkata,Banglore,0,4148,21,3,9,0,2,30
5367,Jet Airways,Kolkata,Banglore,1,13469,6,6,9,35,11,30
9884,Jet Airways,Delhi,Cochin,1,10262,15,6,14,0,14,25
6186,Multiple carriers,Delhi,Cochin,1,13727,5,9,13,0,8,0
288,Jet Airways,Delhi,Cochin,1,12898,27,5,20,55,7,30
6053,IndiGo,Delhi,Cochin,1,6316,6,9,15,0,10,30
8844,Air India,Delhi,Cochin,1,8372,6,12,10,0,9,15
2646,Jet Airways,Kolkata,Banglore,1,11467,5,6,17,0,29,5
8508,IndiGo,Delhi,Cochin,1,7514,3,6,8,35,7,35
476,Vistara,Banglore,Delhi,0,4878,6,3,19,30,2,45
7822,Multiple carriers,Delhi,Cochin,1,6878,21,5,14,55,10,0
9756,Air India,Banglore,New Delhi,2,13250,3,12,8,50,14,35
231,Air India,Kolkata,Banglore,0,4460,4,12,20,45,2,35
8486,Jet Airways,Delhi,Cochin,1,14714,6,9,14,0,5,0
7629,Jet Airways,Kolkata,Banglore,1,13941,5,12,6,30,25,45
738,Air India,Delhi,Cochin,1,8907,27,5,9,45,13,15
10495,Air India,Delhi,Cochin,2,18736,3,9,5,55,13,20
844,Air India,Mumbai,Hyderabad,0,3625,24,5,19,30,1,15
7303,Jet Airways,Delhi,Cochin,2,15812,6,1,11,40,7,20
6029,Jet Airways,Delhi,Cochin,2,13292,6,3,21,25,15,10
6195,Air India,Mumbai,Hyderabad,0,3625,5,1,13,55,1,30
5443,Jet Airways,Mumbai,Hyderabad,0,8040,6,3,10,20,1,30
3291,SpiceJet,Chennai,Kolkata,0,3597,24,6,17,45,2,20
10422,Multiple carriers,Delhi,Cochin,1,9856,24,6,7,5,9,5
7601,Jet Airways,Banglore,New Delhi,1,7832,21,3,7,0,6,15
5144,Vistara,Banglore,Delhi,0,4668,27,6,9,45,2,50
5267,IndiGo,Kolkata,Banglore,1,4176,5,12,4,50,5,0
1326,Jet Airways,Kolkata,Banglore,1,14781,18,5,16,30,7,5
1851,Jet Airways,Delhi,Cochin,2,16704,24,5,23,5,29,20
2010,Jet Airways,Banglore,New Delhi,1,13555,18,3,21,25,12,5
2417,IndiGo,Banglore,Delhi,0,3943,6,3,13,0,2,50
9609,Multiple carriers,Delhi,Cochin,1,13937,15,5,8,0,13,0
9131,Jet Airways,Banglore,Delhi,0,8016,6,9,8,20,3,0
4573,Vistara,Banglore,Delhi,0,4878,6,6,17,0,2,35
1045,Air India,Kolkata,Banglore,2,13164,21,5,8,20,14,55
9235,Air India,Delhi,Cochin,2,12409,18,5,17,15,26,0
802,Vistara,Kolkata,Banglore,1,7927,6,12,20,20,12,45
7787,SpiceJet,Kolkata,Banglore,0,4413,18,3,6,55,2,40
6320,IndiGo,Kolkata,Banglore,0,4804,5,9,22,15,2,35
1411,IndiGo,Banglore,New Delhi,1,9694,3,1,12,10,4,55
8676,IndiGo,Banglore,Delhi,0,4990,4,12,16,55,3,0
69,IndiGo,Chennai,Kolkata,0,6297,3,12,13,20,2,15
6371,IndiGo,Delhi,Cochin,1,6628,6,9,9,15,16,15
2785,Air India,Banglore,Delhi,0,5911,4,12,13,20,2,50
4837,Jet Airways,Delhi,Cochin,1,14714,24,6,21,50,6,35
4603,Air India,Kolkata,Banglore,2,15164,5,1,10,0,27,45
1593,Jet Airways,Delhi,Cochin,2,10368,6,9,5,30,22,55
4732,Vistara,Kolkata,Banglore,1,9345,18,5,7,10,13,10
4629,SpiceJet,Kolkata,Banglore,0,3873,5,3,6,55,2,35
9889,Air Asia,Kolkata,Banglore,0,5645,18,5,10,20,2,35
1079,Air India,Delhi,Cochin,2,11185,24,6,7,5,26,20
3723,Jet Airways,Delhi,Cochin,1,10262,6,9,13,0,15,25
3504,Jet Airways,Delhi,Cochin,1,15554,5,9,22,50,5,35
7001,Air India,Kolkata,Banglore,3,14221,24,3,12,0,35,15
1476,Jet Airways,Delhi,Cochin,1,16079,27,5,19,15,23,45
4377,Multiple carriers,Delhi,Cochin,1,8085,21,3,10,0,11,0
9667,GoAir,Delhi,Cochin,1,6112,3,3,7,30,5,50
2626,IndiGo,Banglore,Delhi,0,4077,4,3,6,5,2,45
10391,IndiGo,Delhi,Cochin,1,6628,27,5,18,35,6,55
1586,IndiGo,Delhi,Cochin,1,5073,4,6,7,35,4,35
4253,IndiGo,Delhi,Cochin,1,6794,21,5,10,35,14,55
4170,Jet Airways,Kolkata,Banglore,1,14571,6,9,8,25,9,50
4244,Jet Airways,Kolkata,Banglore,1,14571,24,5,8,25,9,50
409,Multiple carriers,Delhi,Cochin,1,8266,6,12,8,45,10,30
6407,Jet Airways,Banglore,New Delhi,1,25735,3,1,22,50,22,30
2984,Air India,Delhi,Cochin,1,8372,21,5,13,0,6,15
7301,Air India,Banglore,Delhi,0,5228,21,5,21,5,2,50
5834,SpiceJet,Kolkata,Banglore,0,5201,24,3,9,0,2,30
4363,SpiceJet,Kolkata,Banglore,0,4622,3,3,6,55,2,40
3127,Vistara,Kolkata,Banglore,1,8610,6,6,7,10,13,10
2752,Jet Airways,Kolkata,Banglore,1,14388,18,5,14,5,21,55
477,Jet Airways,Kolkata,Banglore,1,10844,18,5,16,30,27,20
1334,SpiceJet,Chennai,Kolkata,0,3597,18,5,17,45,2,20
2300,Air India,Kolkata,Banglore,2,13033,5,9,10,0,15,20
10294,Air Asia,Kolkata,Banglore,1,11323,6,9,22,40,12,0
5091,Multiple carriers,Delhi,Cochin,1,7363,4,9,19,0,6,30
1788,Jet Airways,Kolkata,Banglore,1,10844,18,5,14,5,26,15
6787,Jet Airways,Kolkata,Banglore,1,13759,24,3,19,45,27,40
752,IndiGo,Delhi,Cochin,1,5054,27,5,16,0,5,0
6895,Jet Airways,Kolkata,Banglore,1,13941,5,1,20,0,14,5
4528,IndiGo,Chennai,Kolkata,0,7295,3,6,14,40,2,25
7956,SpiceJet,Chennai,Kolkata,0,3543,5,3,8,20,2,15
6713,SpiceJet,Delhi,Cochin,1,5158,6,9,8,45,4,30
6566,IndiGo,Delhi,Cochin,1,6104,27,5,11,25,14,5
5087,Multiple carriers,Delhi,Cochin,1,9385,18,5,13,0,8,0
1033,Multiple carriers,Delhi,Cochin,1,15136,3,6,9,55,11,5
8864,Jet Airways,Mumbai,Hyderabad,0,4995,24,5,10,20,1,30
10286,Jet Airways,Delhi,Cochin,1,10262,27,6,14,0,22,35
468,Air Asia,Delhi,Cochin,1,13774,3,3,16,45,5,30
1552,IndiGo,Banglore,New Delhi,0,8855,3,3,16,55,2,50
7035,Jet Airways,Banglore,Delhi,0,8016,6,1,6,0,2,45
9109,Vistara,Kolkata,Banglore,1,9555,18,5,17,0,27,20
2708,Jet Airways,Kolkata,Banglore,1,13994,6,9,9,35,8,25
7997,Jet Airways,Banglore,Delhi,0,4544,15,4,18,55,3,5
7145,Air Asia,Kolkata,Banglore,0,4107,24,4,19,55,2,30
1027,IndiGo,Banglore,Delhi,0,4823,6,9,8,30,2,50
4446,Multiple carriers,Delhi,Cochin,1,8601,21,3,9,10,10,5
9797,Multiple carriers,Delhi,Cochin,1,7408,27,6,8,0,13,0
8943,SpiceJet,Kolkata,Banglore,0,3841,4,6,14,55,2,30
4842,Jet Airways,Delhi,Cochin,1,15029,3,9,0,20,28,5
3562,Jet Airways,Delhi,Cochin,2,10588,15,6,21,25,21,35
3743,Air India,Delhi,Cochin,0,5201,27,6,14,10,3,0
2371,Multiple carriers,Delhi,Cochin,1,7845,27,3,6,0,9,30
5700,Jet Airways,Kolkata,Banglore,1,14151,6,9,17,0,21,25
10576,IndiGo,Mumbai,Hyderabad,0,5755,21,6,9,10,1,30
774,Vistara,Banglore,New Delhi,0,5403,21,3,7,0,2,40
9225,Jet Airways,Kolkata,Banglore,1,7594,6,12,6,30,22,10
9380,Jet Airways,Banglore,Delhi,0,8016,18,6,7,10,3,0
7151,Jet Airways,Mumbai,Hyderabad,0,5678,24,3,7,10,1,25
8427,Jet Airways,Delhi,Cochin,1,10262,6,3,13,0,6,0
641,Vistara,Banglore,Delhi,0,5403,21,4,9,45,2,50
4700,SpiceJet,Banglore,Delhi,0,4885,15,6,9,30,2,50
4388,Multiple carriers,Delhi,Cochin,1,8614,15,6,6,40,12,35
7378,SpiceJet,Kolkata,Banglore,0,3815,15,3,17,15,2,30
6397,Air India,Kolkata,Banglore,0,4460,4,1,20,45,2,35
4329,Jet Airways,Banglore,Delhi,0,7229,27,6,18,55,3,5
9068,Air India,Delhi,Cochin,2,9653,27,6,12,0,19,40
1113,Jet Airways,Delhi,Cochin,2,16389,3,6,5,25,38,20
5892,Jet Airways,Banglore,Delhi,0,4030,5,1,17,45,3,0
867,Jet Airways,Mumbai,Hyderabad,0,5678,3,12,19,40,1,30
1427,SpiceJet,Banglore,Delhi,0,4319,15,4,5,55,2,40
5575,IndiGo,Kolkata,Banglore,0,4804,5,12,21,25,2,40
4428,Air India,Banglore,New Delhi,1,4943,21,3,8,15,24,35
9120,Air India,Delhi,Cochin,1,7174,27,5,17,40,5,20
5825,Air India,Kolkata,Banglore,2,14424,5,1,7,0,22,25
9073,Jet Airways,Delhi,Cochin,2,13292,6,3,5,30,13,30
6124,Jet Airways,Kolkata,Banglore,1,14151,5,12,9,35,25,20
964,SpiceJet,Mumbai,Hyderabad,0,2017,18,5,22,45,1,30
1689,IndiGo,Delhi,Cochin,1,6442,15,6,7,35,14,55
10142,Air India,Delhi,Cochin,1,6674,4,9,7,0,12,15
633,Jet Airways,Banglore,Delhi,0,5198,5,1,8,20,3,0
2591,Jet Airways,Banglore,New Delhi,1,22270,3,1,11,40,20,0
7403,IndiGo,Delhi,Cochin,1,6938,6,9,14,20,8,10
5331,Vistara,Kolkata,Banglore,1,9345,21,5,17,0,6,25
3349,SpiceJet,Banglore,Delhi,0,5621,4,12,21,10,2,55
2183,Air India,Banglore,New Delhi,1,8032,15,3,11,50,25,10
363,Air India,Banglore,New Delhi,1,14594,3,6,11,50,21,5
7537,Jet Airways,Banglore,New Delhi,1,26890,3,1,5,45,12,40
2852,Air India,Banglore,New Delhi,1,15434,3,6,11,50,12,5
5820,Air India,Kolkata,Banglore,2,15164,5,1,17,30,20,15
3618,Air Asia,Banglore,Delhi,0,4483,6,6,11,10,2,45
3643,GoAir,Banglore,Delhi,0,3419,6,12,20,55,2,45
6960,IndiGo,Banglore,New Delhi,0,6860,3,3,20,0,2,55
546,Jet Airways,Delhi,Cochin,1,10262,24,6,20,55,15,40
7992,Jet Airways,Mumbai,Hyderabad,0,5678,6,6,19,35,1,30
471,Air India,Delhi,Cochin,1,8669,6,3,3,50,15,25
8312,Air India,Kolkata,Banglore,0,5170,27,3,14,15,2,30
4673,Air India,Delhi,Cochin,0,5411,21,6,18,5,3,5
3379,Multiple carriers,Delhi,Cochin,1,9646,6,1,7,5,15,25
10255,Jet Airways,Banglore,Delhi,0,7229,5,6,7,10,3,0
1177,Jet Airways,Kolkata,Banglore,1,9663,5,1,8,25,27,35
4515,Multiple carriers,Delhi,Cochin,1,11264,27,5,6,0,13,0
4689,Jet Airways,Delhi,Cochin,2,9483,27,3,19,10,24,35
10621,IndiGo,Kolkata,Banglore,0,4804,27,6,22,15,2,35
2599,Multiple carriers,Delhi,Cochin,1,13727,15,5,14,0,11,30
2004,Jet Airways,Banglore,New Delhi,1,12295,3,12,9,45,4,40
7764,Jet Airways,Mumbai,Hyderabad,0,5678,3,9,19,40,1,30
3760,SpiceJet,Kolkata,Banglore,0,3841,4,12,17,10,2,30
6792,Air Asia,Kolkata,Banglore,0,4409,15,5,19,55,2,30
5041,IndiGo,Banglore,Delhi,0,3419,27,6,0,25,2,50
5076,Jet Airways,Delhi,Cochin,2,11270,6,6,21,25,15,10
3923,IndiGo,Chennai,Kolkata,0,6482,3,3,5,15,2,20
8815,Multiple carriers,Delhi,Cochin,1,9450,27,5,8,0,13,0
2651,SpiceJet,Banglore,Delhi,0,4423,6,9,9,30,2,50
377,Jet Airways,Kolkata,Banglore,1,6224,6,12,8,25,20,15
1416,Air India,Mumbai,Hyderabad,0,2050,18,3,19,30,1,15
5357,Jet Airways,Delhi,Cochin,2,13292,27,6,5,30,13,30
10125,IndiGo,Delhi,Cochin,1,5883,6,3,10,35,14,55
4783,Jet Airways,Kolkata,Banglore,1,7757,5,6,18,55,15,10
9801,GoAir,Delhi,Cochin,1,7870,27,6,14,25,5,10
7519,SpiceJet,Mumbai,Hyderabad,0,1965,21,6,13,15,1,30
9554,Multiple carriers,Delhi,Cochin,1,13062,21,3,13,0,8,0
817,Jet Airways,Banglore,Delhi,0,7229,21,5,17,45,3,0
2422,IndiGo,Banglore,New Delhi,0,4777,21,3,4,0,2,50
7737,SpiceJet,Delhi,Cochin,1,5830,6,3,8,45,4,30
10633,Multiple carriers,Delhi,Cochin,1,7308,27,5,18,15,7,15
5816,Air India,Delhi,Cochin,1,8854,3,6,20,30,26,30
2148,Vistara,Delhi,Cochin,0,6216,15,5,6,0,3,10
1809,IndiGo,Delhi,Cochin,0,5601,21,5,5,35,3,15
3126,IndiGo,Banglore,New Delhi,0,7648,3,3,18,25,2,55
8542,Jet Airways,Kolkata,Banglore,1,10844,5,1,16,30,6,5
4645,Air India,Mumbai,Hyderabad,0,3100,24,6,6,20,1,20
5079,Jet Airways,Kolkata,Banglore,1,10844,15,5,16,30,23,50
3160,Air India,Delhi,Cochin,0,5201,6,12,5,10,2,50
10354,Multiple carriers,Delhi,Cochin,1,12327,27,3,13,0,12,35
9550,Jet Airways,Kolkata,Banglore,1,14781,5,1,21,10,11,5
5299,Jet Airways,Kolkata,Banglore,1,8529,6,12,16,30,28,15
122,Jet Airways,Kolkata,Banglore,1,9663,5,6,20,0,14,5
179,Multiple carriers,Delhi,Cochin,1,14277,21,5,8,0,13,0
9861,SpiceJet,Chennai,Kolkata,0,7050,3,3,8,20,2,15
6154,Jet Airways,Banglore,New Delhi,1,7832,21,3,20,35,11,5
5032,IndiGo,Chennai,Kolkata,0,3858,24,5,14,45,2,20
9772,Jet Airways,Delhi,Cochin,1,16079,21,5,15,0,28,0
9212,IndiGo,Kolkata,Banglore,0,4804,5,9,15,30,2,35
5565,Jet Airways,Kolkata,Banglore,1,12121,5,1,17,0,17,55
1162,Jet Airways,Kolkata,Banglore,1,7064,5,12,10,20,7,15
237,Multiple carriers,Delhi,Cochin,1,13727,18,5,7,5,13,55
1539,IndiGo,Delhi,Cochin,1,6938,6,6,14,20,8,10
10037,Jet Airways,Kolkata,Banglore,1,9663,15,5,21,10,12,10
4246,Air Asia,Delhi,Cochin,1,8759,6,6,7,55,14,30
3452,Air India,Banglore,Delhi,0,6961,6,9,6,10,2,45
7027,Jet Airways,Banglore,Delhi,0,8016,18,6,17,45,3,0
9711,IndiGo,Chennai,Kolkata,0,6297,3,9,13,20,2,15
4146,Multiple carriers,Delhi,Cochin,1,7363,21,3,18,0,7,35
1542,Jet Airways,Mumbai,Hyderabad,0,8040,6,6,10,20,1,30
3434,IndiGo,Kolkata,Banglore,1,7605,5,9,21,0,5,15
4404,Jet Airways,Kolkata,Banglore,1,9663,21,5,18,55,9,45
1211,SpiceJet,Delhi,Cochin,1,5726,6,3,8,45,4,30
900,Jet Airways,Kolkata,Banglore,1,12121,5,12,17,0,28,5
2628,Air India,Banglore,New Delhi,0,19508,3,3,17,0,2,45
1733,Vistara,Mumbai,Hyderabad,1,12395,3,6,15,40,17,45
7839,SpiceJet,Kolkata,Banglore,0,3815,15,3,6,55,2,40
10433,SpiceJet,Mumbai,Hyderabad,0,1965,18,5,5,45,1,30
2194,Jet Airways,Banglore,Delhi,0,7229,21,5,6,0,2,45
8597,Jet Airways,Kolkata,Banglore,1,10844,5,1,21,10,12,10
2368,Air India,Delhi,Cochin,1,8907,6,6,13,30,9,30
3366,Jet Airways,Banglore,Delhi,0,8016,6,9,15,15,2,55
9033,Jet Airways,Delhi,Cochin,1,12898,21,5,19,45,8,40
9364,Multiple carriers,Delhi,Cochin,1,9646,6,3,9,45,6,25
3926,Jet Airways,Delhi,Cochin,2,13882,15,6,9,25,19,0
7636,Air India,Mumbai,Hyderabad,0,3100,5,9,13,55,1,30
2151,SpiceJet,Delhi,Cochin,1,5726,15,4,8,45,4,30
1487,Air India,Banglore,Delhi,0,6121,18,5,13,20,2,50
2819,Air India,Delhi,Cochin,2,8839,24,6,13,15,20,10
5397,Jet Airways,Delhi,Cochin,1,10262,6,6,19,15,9,10
10439,Jet Airways,Banglore,New Delhi,1,31825,3,1,18,40,14,20
10608,Jet Airways,Kolkata,Banglore,1,8586,5,12,6,30,22,10
7903,Air India,Kolkata,Banglore,1,8366,6,9,9,25,22,30
6299,IndiGo,Banglore,Delhi,0,4591,6,9,23,30,2,50
6727,IndiGo,Mumbai,Hyderabad,0,4575,5,1,9,10,1,30
10267,Air India,Delhi,Cochin,2,11447,6,6,7,5,26,20
7142,SpiceJet,Banglore,Delhi,0,4423,15,5,9,30,2,50
8727,SpiceJet,Kolkata,Banglore,0,3841,24,4,22,20,2,20
4667,Air India,Kolkata,Banglore,2,11668,6,9,9,25,15,55
